,name,country,sector,founded,marketcap,revenue,employees,website,ceo,idDocDB
245,A ABDURRAHMAN IT CONSULTANT LTD,CSPENCERRISE LONDON UNITEDKINGDOM NW AR,,,,,,,,140928
246,A ABEIDI LIMITED,BUPPERWATERSTREET UPPERWATERSTREET NEWRY DOWN NORTHERNIRELAND BT DJ,,,,,,,,181511
247,A ABUBAKAR ENGINEERING LTD,THFLOORRADIUSHOUSE CLARENDONROAD WATFORD HERTFORDSHIRE ENGLAND WD HP,,,,,,,,393716
248,A ACADEMY TUTORIALS LTD,SUITE BEAUFORTCOURT WOLVERHAMPTONSTREET DUDLEY WESTMIDLANDS UNITEDKINGDOM DY DA,,,,,,,,195970
249,A ACCOUNTANTS LIMITED,SHELTONSTREET COVENTGARDEN LONDON ENGLAND WC H JQ,,,,,,,,171621
250,A ACKROYD TM LTD,PLANTATIONROAD THORNE DONCASTER ENGLAND DN EB,,,,,,,,46885
251,A ACQUISITIONS LTD,WESLEYROAD LEEDS ENGLAND LS UN,,,,,,,,163695
252,A ADAMS HAULAGE LTD,CARLISLEROADKIRKMUIRHILL LANARK SCOTLAND ML SB,,,,,,,,528102
253,A ADAMS SON LIMITED,RAYLEIGHROADEASTWOOD LEIGH ON SEA ESSEX SS PS,,,,,,,,349040
254,A ADAMS SUPERVISORY SOLUTIONS LIMITED,BDARWINCOURTHAWKINGPLACE BISPHAM BLACKPOOL ENGLAND FY JN,,,,,,,,257312
255,A ADAN MARKETING LTD,AUTOMOTIVEHOUSE GRAYSPLACE SLOUGH ENGLAND SL AF,,,,,,,,7851
256,A ADCOCK INVESTMENTS,ROMANWAYBUSINESSCENTRE BERRYHILL DROITWICH WORCESTERSHIRE WR AJ,,,,,,,,370820
257,A ADDICOTT PLUMBING AND HEATING SERVICES LIMITED,MARKETSTREET CREDITON DEVON EX AJ,,,,,,,,68334
258,A AESTHETIC CLINIC LONDON LTD,FIRWATERHOUSE LOCKGATEROAD LONDON ENGLAND SW YE,,,,,,,,114588
259,A AESTHETICS TREATMENTS LTD,CHISHOLMTERRACE WESTWICK WESTON SUPER MARE ENGLAND BS GE,,,,,,,,74567
260,A AGAFITEI STUDIO LTD,LITTLEHORTONLANE BRADFORD ENGLAND BD SE,,,,,,,,209440
261,A AHAD CO LTD,CHARTERSTREET ACCRINGTON LANCASHIRE UNITEDKINGDOM BB SG,,,,,,,,234403
262,A AHMAD PHARMA LIMITED,BAMFORDWAY ROCHDALE LANCASHIRE UNITEDKINGDOM OL NB,,,,,,,,475833
263,A AHMED MEDICAL LTD,ALBURYDRIVE ROCHDALE ENGLAND OL SX,,,,,,,,226212
264,A AINSWORTH SONS JEWELLERS LIMITED,DARWENSTREET BLACKBURN ENGLAND BB BW,,,,,,,,297190
265,A AINSWORTH SURVEYORS LTD,LEELANE HORWICH BOLTON LANCASHIRE BL AF,,,,,,,,266969
266,A AJADI PROPERTY MANAGEMENT LTD,FLAT MORRISONSTREET GLASGOW UNITEDKINGDOM G BS,,,,,,,,245834
267,A ALDERSON ELECTRICAL LTD,QUARRYCLOSE KIRKBYSTEPHEN CUMBRIA UNITEDKINGDOM CA SS,,,,,,,,331833
268,A ALDRIDGE GROUNDWORKS LTD,POBOX COMPANIESHOUSEDEFAULTADDRESS CARDIFF CF LH,,,,,,,,364045
269,A ALEXANDER MECHANICAL LTD,CATHKINVIEWROAD MOUNTFLORIDA GLASGOW G EH,,,,,,,,122479
270,A ALFRED CONSULTANCY SERVICES LTD,RIVERSIDEHOUSE RIVERLAWNROAD TONBRIDGE UNITEDKINGDOM TN EP,,,,,,,,317872
271,A ALI PROPERTY INVESTMENTS LIMITED,LODOREAVENUE BRADFORD ENGLAND BD JG,,,,,,,,8951
272,A ALLEN CONSERVATION RESTORATION LIMITED,REDMOORLANE NEWTOWN STOCKPORT HIGHPEAK SK JL,,,,,,,,397781
273,A ALLEN DEVELOPMENTS LIMITED,BCROYDONROAD BECKENHAM KENT BR PS,,,,,,,,166646
274,A ALLMAN INDEPENDENT SOCIAL WORK CONSULTANCY LIMITED,GODDARDAVENUE HULL ENGLAND HU BP,,,,,,,,456019
275,A ALMUHAIMEEF LTD,HARROWBYSTREET LONDON ENGLAND W H EQ,,,,,,,,194229
276,A ALVAREZ SERVICES LTD,WARWICKAVENUE EGHAM UNITEDKINGDOM TW LS,,,,,,,,297190
277,A AM FOODS LTD,CHRISTCHURCHROAD BOURNEMOUTH ENGLAND BH BZ,,,,,,,,235969
278,A ANAESTHETICS LTD,KINGSREACH KINGSREACH SLOUGH BERKSHIRE UNITEDKINGDOM SL RQ,,,,,,,,63098
279,A ANAGNOSTOPOULOS LIMITED,A HIGHROADBEESTON NOTTINGHAM NG LH,,,,,,,,181511
280,A AND A ACCOUNTING LTD,SAUCHIEHALLSTREET GLASGOW G TZ,,,,,,,,474163
281,A AND A ARCHITECTS LLP,ATWOODROAD LONDON W HX,,,,,,,,8353
282,A AND A AVIATION FLIGHT DEPARTMENT,,,,,,,,,167252
283,A AND A BLINDS LTD,THEHAWTHORNSGREENMEADOWS HOMGREEN ROSS ON WYE HEREFORDSHIRE HR RE,,,,,,,,164450
284,A ASPAMARKETO 11945353,,OTHER RETAIL SALE NOT IN STORES STALLS OR MARKETS,,,,,,,
285,A B C LIMITED,UNITED KINGDOM,,,,,949,,MR ROGER ALEXANDER WHITE M A HONS,210675
286,A B PHARM,ITALY,PHARMACEUTICALS,2009,,3085566,1,HTTP://WWW.ABPHARM.IT,,377704
287,A C BEAUTE,JAPAN,BEAUTY,2009,,18,20,HTTP://WWW.ARTISTIC-BEAUTE.CO.JP/,,315861
288,A C MISCHKE,GERMANY,AUTOMOBILES,2011,,63,8,HTTPS://WWW.AC-MISCHKE.DE,,475081
289,A CAP ENERGY LIMITED,AUSTRALIA,,,,,,,,91705
290,A CHECK GLOBAL,ITALY,CONSULTING,2015,,4598410,45,HTTP://WWW.AIMM-ITALIA.IT,,241546
291,A D HOLIDAYS,UK,TRAVEL LEISURE,2010,,8731456,31,HTTPS://HOLIDAYARCHITECTS.CO.UK,,488536
292,A DAY S MARCH SHIRTS STAPLES,SWEDEN,RETAIL,2013,,3,20,HTTPS://ADAYSMARCH.COM/,,159888
293,A FN OVERSEAS HOLDINGS LIMITED,KALLISAKKA AGIOSANTONIOS NICOSIA CYPRUS,,,,,,,,61882
294,A G MANAGEMENT CONSULTING,TURIN,BUSINESS SUPPORT SERVICES,1988,,,,,,334373
295,A HARTRODT GMBH CO KG,HAMBURG,TRANSPORTATION AND LOGISTICS,1887,,587,2078,WWW.HARTRODT.COM,,524613
296,A I A AGRICOLA ITALIANA ALIMENTARE SPA,ITALY,WHOLESALE TRADE,1967,,,,,,399374
297,A J PLAST PUBLIC COMPANY LTD,THAILAND,,,,,,,,331833
298,A K A BRANDS,USA,CLOTHING RETAIL INTERNET E COMMERCE,,200000000,,,,,249719
299,A K A BRANDS HOLDING CORP,NYSE,,,1091000000,,,,,154163
300,A K AUTOMATICS,,AUTO COMPONENTS,1969,,,,,,74275
301,A K INSPIRING LTD,PASIADOU KATOLAKATAMIA NICOSIA NICOSIA CYPRUS,,,,,,,,475958
302,A L A SOCIET PER AZIONI,ITALY,,,,,260,,MR GENNARO DI CAPUA,153678
303,A LANGE S HNE,GLASH TTE,CLOTHING ACCESSORIES,1845,,,,,,390644
304,A LE COQ,TARTU,BREWERS,1807,,,,,,246999
305,A LIBENTAL HOLDINGS LTD,ISRAEL,,,,,91,,MR BARUKH OFIR ARBIB,274733
306,A LIVING SERVICES,CHINA,FICIAL SERVICES,1995,5723000000,2049000,55888,HTTP://WWW.AGILELIVING.COM.CN/,MR DALONG LI,81617
307,A LUZON REAL ESTATE FINANCE LTD,ISRAEL,,,,,,,MR AMOS LUZON,367226
308,A M MOTORS,INDIA,AUTOMOBILE,2000,,,,,,154823
309,A MENARINI DIAGNOSTICS SRL,ITALY,PHARMA,1886,,,,,,323386
310,A MILLION ADS,UK,ADVERTISING,2015,,4882837,47,HTTPS://WWW.AMILLIONADS.COM/,,363101
311,A N NE,GERMANY,RETAIL,2012,,2,4,HTTPS://ANNE-GMBH.DE/,,149117
312,A O SMITH,USA,CONSUMER ELECTRONICS APPLIANCES,1874,9170000000,3810000000,13700,HTTPS://WWW.AOSMITH.COM/,KEVIN J WHEELER,106841
313,A O SMITH CORPORATION,UNITED STATES,,,,,13700,,MR KEVIN J WHEELER,247955
314,A P EAGERS,AUSTRALIA,RETAIL,1913,2456000000,6402000,9,HTTPS://WWW.APEAGERS.COM.AU/,,215271
315,A P ESTATES INVESTMENTS LIMITED,WESTOWSTREET UPPERNORWOOD LONDON ENGLAND SE RW,,,,,,,,308594
316,A P MOLLER MAERSK A S,DENMARK,INDUSTRIES,1904,53954000000,61787000,80000,HTTPS://WWW.MAERSK.COM/,SOREN SKOU,118509
317,A PLAN HOLDINGS,UNITED KINGDOM,,,,,,,MR HUAN CHIANG LIM JP,182428
318,A R KING DISCRETIONARY SETTLEMENT,AFFINITYPRIVATEWEALTH ESPLANADE STHELIER UNITEDKINGDOM JE XJ,,,,,,,,154162
319,A ROPORTS DE PARIS,FRANCE,AIRPORTS INFRASTRUCTURE,,14420000000,3140000000,2572,,MR AUGUSTIN PASCAL PIERRE LOUIS MARIE DE ROMANET DE BEAUNE,269531
320,A ROPOSTALE,TOULOUSE,AIRLINES,1918,,,,,,
321,A ROSPATIALE MATRA,PARIS,DEFENSE,1999,,,,,,510738
322,A S GROUP,HONG KONG,ENGINEERING CONSTRUCTION,2002,,,432,,MR TAT TING CHIU,431365
323,A S H AUTOMOBILE,GERMANY,AUTOMOBILES,2014,,2333452,5,,,186335
324,A S ROMA S P A,ITALY,,,,,466,,DR PIETRO BERARDI,420279
325,A SELF ADMINISTERED REAL ESTATE INVESTMENT TRUST INC,SOUTH KOREA,,,,,,,,209618
326,A SONIC AEROSPACE LTD,SINGAPORE,,,,,640,,MS L C TAN,147289
327,A T E ENTERPRISES,INDIA,INDUSTRIAL MACHINERY,1939,,,,,,537762
328,A U E GENC WARENHANDELS,GERMANY,ECOMMERCE,2009,,7,10,HTTPS://WWW.WEG-IST-WEG.COM/,,332542
329,A V O D KURUTULMUS GIDA VE TARIM R NLERI A S,TURKEY,,,,,218,,,74149
330,A VOLUTE,FRANCE,TECHNOLOGY,2004,,3,31,HTTPS://WWW.NAHIMIC.COM,,514630
331,A W FABER CASTELL UNTERNEHMENSVERWALTUNG GMBH,STEIN,FICIAL SERVICES,1761,,755,8785,WWW.FABER-CASTELL.DE,,230949
332,A W REVENUE ROYALTIES INCOME FUND,CANADA,,,,,20000,,,215890
333,A1 HRVATSKA,ZAGREB,MOBILE TELECOMMUNICATIONS,1999,,,,,,539327
334,A1 TELEKOM AUSTRIA,AUSTRIA,TELECOMMUNICATION,,4230000000,,,,,257282
335,A10 NETWORKS,USA,SOFTWARE TECH INTERNET IT SECURITY,2004,1160000000,250000000,590,HTTPS://WWW.A10NETWORKS.COM/,,517644
336,A1EHITUSPARTNERO 16451101,P LVA MAAKOND P LVA VALD ADISTE K LA NAIMA,CONSTRUCTION OF RESIDENTIAL AND NON RESIDENTIAL BUILDINGS,,,,,,,
337,A24 FILMS,UNITED STATES,OTHER,2012,,,,,,523055
338,A2A,ITALY,MULTIUTILITIES,2008,6708000000,12739000,12978,HTTPS://WWW.A2A.EU/,RENATO MAZZONCINI,1893
339,A2A ENERGIA SPA,ITALY,TRANSPORTATION COMMUNICATIONS ELECTRIC GAS AND SANITARY SERVICES,1999,,,,,,1893
340,A2Z INFRASERVICES,INDIA,FACILITY MANAGEMENT SERVICES,2002,,,,,,287901
341,A3,JAPAN,ADVERTISING,2008,,13,43,HTTPS://WWW.A3CORP.JP/,,73388
342,A3LOGICS,INDIA,IT SERVICES CONSULTING,2003,,,,,,
343,AA A CONSTRUCTIONS LTD,SUDELLSTREET MANCHESTER UNITEDKINGDOM M JF,,,,,,,,447900
344,AA A TRADERS LTD,WOODFIELDROAD THAMESDITTON ENGLAND KT DS,,,,,,,,235372
345,AA PLC,UNITED KINGDOM,,,,,7121,,,65475
346,AAA AG ALLGEMEINE ANLAGEVERWALTUNG,GERMANY,,,,,12,,,30014
347,AAA CAREERS,HEATHROW,CONSUMER SERVICES,1902,,,7500,WWW.AAA.COM,,460568
348,AAA LIFE INSURANCE CO,UNITED STATES,,,,,,,,274651
349,AABASOFT,INDIA,IT SERVICES CONSULTING,2002,,,,,,
350,AAC CLYDE SPACE AB,SWEDEN,,,,,172,,MR MATS THIDEMAN,247416
351,AAC TECHNOLOGIES HOLDINGS,HONG KONG,,1993,5051000000,2773000,39385,HTTPS://WWW.AACTECHNOLOGIES.COM/EN/,MR ZHENGMIN PAN,191037
352,AACHI FOODS,INDIA,FMCG,1995,,,,,,68863
353,AADHAR HOUSING FINANCE,INDIA,FICIAL SERVICES,2010,,,,,,146350
354,AADI BIOSCIENCE,USA,PHARMACEUTICALS BIOTECH,,320000000,,,,,49960
355,AAE ELECTRICAL LTD,CITYROAD LONDON UNITEDKINGDOM EC V NX,,,,,,,,331833
356,AAEON TECHNOLOGY INC,TAIWAN,,,,,,,,25154
357,AAGNA GLOBAL SOLUTIONS,INDIA,BPO,2014,,,,,,65836
358,AAK,SWEDEN,FOOD,2005,4470000000,3758000,3978,HTTPS://AAK.COM/,,396662
359,AAK KAMANI,INDIA,FOOD PROCESSING,1962,,,,,,57604
360,AAKAMP,GERMANY,HEALTH,2011,,17,8,HTTPS://WWW.AAKAMP.DE,,
361,AAKASH HOSPITAL,INDIA,HEALTHCARE,2005,,,,,,58583
362,AALBERTS,UTRECHT,ELECTRICAL COMPONENTS EQUIPMENT,1981,5070000000,3221000000,14402,HTTPS://AALBERTS.COM/,MR WIM A PELSMA,
363,AALBORG BOLDSPILKLUB A S,DENMARK,,,,,73,,MR THOMAS B LUM,541452
364,AALLON GROUP OYJ,FINLAND,,,,,335,,MR ARI KELLONIEMI M SC ECON,257290
365,AAMAL COMPANY,QATAR,,2001,1888000000,438000000,,HTTP://WWW.AAMAL.COM.QA/?SC_LANG=EN,,152125
366,AAMBY VALLEY CITY,INDIA,REAL ESTATE,2003,,,,,,199371
367,AAMI,,INSURANCE,,,,,,,369514
368,AAON,USA,,1988,4099999999,770000000,2881,HTTPS://WWW.AAON.COM/,,206317
369,AAP IMPLANTATE AG,GERMANY,BANKS FICIAL SERVICES,1922,2080000000,1300000000,111,HTTPS://WWW.AAREAL-BANK.COM/EN/,MR RUBINO DI GIROLAMO,372879
370,AAPNA INFOTECH,INDIA,IT SERVICES CONSULTING,2007,,,106,,,115390
371,AARAV SOFTWARE SERVICES,,IT SERVICES CONSULTING,,,,,,,469
372,AAREAL BANK,GERMANY,DIVERSIFIED FICIALS,1923,,1300000000,3170,,JOCHEN KL SGES,82655
373,AARGEE STAFFING SERVICES,INDIA,RECRUITMENT,2002,2630000000,876000000,5200,HTTP://WWW.AARTI-INDUSTRIES.COM/,,169625
374,AARHUSKARLSHAMN,MALM,FOOD PRODUCTS,2005,,,,,,
375,AARON S,USA,FURNITURE RETAIL RENTAL AND LEASING SERVICES,,430000000,2100000000,9170,,,418134
376,AARSPAKTOOTMINEO 11959421,HARJU MAAKOND VIIMSI VALD LUBJA K LA AMPRI TEE,MANUFACTURE OF PLASTIC PACKING GOODS XC XA,,,,,,,
377,AARTI DRUGS,INDIA,PHARMACEUTICALS BIOTECH,1984,480000000,,4394,,,504074
378,AAS MID CAP UK BRANCH,UNITED KINGDOM,,,,,,,,95344
379,AASHMAN FOUNDATION,,,,,,,,,85185
380,AAVAS FINANCIERS,INDIA,FICIAL SERVICES,2011,1760000000,139000000,,HTTPS://WWW.AAVAS.IN/,,409082
381,AB AGRI LIMITED,UNITED KINGDOM,,1988,67190000000,,394,,DR JAMES MATHEW ROUTH,257308
382,AB BIOTICS SA,CANADA,,,,,,,MR STEVE MAGIRIAS,241142
383,AB COSTRUZIONI,ITALY,CONSTRUCTION,2012,,1545095,5,HTTPS://WWW.ABCOSTRUZIONI.IT,,259193
384,AB ELECTROLUX,SWEDEN,TECHNOLOGY,1919,6815000000,13317000,52000,HTTPS://WWW.ELECTROLUXGROUP.COM/,MR JONAS SAMUELSON ECON M SC,317451
385,AB IGNITIS GRUPE,LITHUANIA,UTILITIES,,2221000000,,,HTTPS://IGNITISGRUPE.LT/,,161751
386,AB INBEV,BELGIUM,BEVERAGE,1988,,,,,,408970
387,AB INDUSTRIV RDEN,SWEDEN,FICIAL SERVICES,1944,13700000000,2820000,15,HTTPS://WWW.INDUSTRIVARDEN.SE/,MS HELENA STJERNHOLM,259193
388,AB MAURI INDIA,INDIA,FMCG,1960,,,,,,479464
389,AB OIL GAS SERVICE,ITALY,SUPPORT SERVICES,2017,,2310000,13,HTTPS://WWW.ABOILGASERVICE.COM/,,335458
390,AB SA,POLAND,CONSTRUCTION,1995,,377000000,1210,,DAVID GUSTAF MINDUS,241142
391,AB SAGAX PUBL,SWEDEN,REAL ESTATE,2000,12866000000,326000000,77,HTTPS://WWW.SAGAX.SE/,MARTIN LUNDSTEDT,295700
392,AB SCIENCE SA,FRANCE,,,,,96,,MR ALAIN MOUSSY MBA,241142
393,AB VOLVO,GOTHENBURG,,,38130000000,,92144,,MR MARTIN LUNDSTEDT M SC,357673
394,ABA CHEMICALS CORP,CHINA,,,2272000000,,1079,HTTP://WWW.ABACHEM.COM/,,217252
395,ABA ENGLISH ENGLISH WORLDWIDE,SPAIN,EDUCATION,2007,,10,74,HTTPS://WWW.ABAENGLISH.COM,,161938
396,ABACO SYSTEMS INC CAREERS,HUNTSVILLE,COMPUTER HARDWARE,2015,,,125,WWW.ABACO.COM,,206702
397,ABACUS PROPERTY GROUP,AUSTRALIA,,1996,14756000000,213000000,738,HTTPS://WWW.ABACUSPROPERTY.COM.AU/,MYRA SALKINDER,438711
398,ABALIA CONSULTING,SPAIN,MANAGEMENT CONSULTING,2002,,9,188,HTTPS://WWW.ABALIA.COM,,334373
399,ABAO ENERGY,GERMANY,CONSTRUCTION,2016,,2406917,15,HTTPS://WWW.ABAO.ENERGY,,278582
400,ABARIS HEALTHCARE,INDIA,PHARMA,2005,,44510000000,,,,174216
401,ABARTH,TURIN,AUTOMOBILES,1949,,,,,,430559
402,ABB,SWITZERLAND,CONGLOMERATES,1988,59450000000,28900000000,105000,HTTPS://NEW.ABB.COM/,BJORN ROSENGREN,181405
403,ABB GISL,,ELECTRICAL EQUIPMENT,,,,,,,181405
404,ABB INDIA,INDIA,ENGINEERING,1949,7680000000,907000000,3149,HTTPS://NEW.ABB.COM/,,181405
405,ABB POWER PRODUCTS AND SYSTEMS INDIA LIMITED,INDIA,,,1430000000,314000000,,HTTP://WWW.HITACHIABB-POWERGRIDS.COM/,,206439
406,ABBA SEAFOOD,GOTHENBURG,FOOD PRODUCTS,1883,,,,,,246188
407,ABBEY PLC,IRELAND,,,,,228,,,62338
408,ABBOTT,NORTHCHICAGO,MILK POWDER,1888,215020000000,,113000,,MR ROBERT B FORD,202266
409,ABBOTT LABORATORIES,USA,MEDICAL DEVICES,1888,197650000000,43075000,105476,HTTP://WWW.ABBOTT.COM/,ROBERT FORD,173388
410,ABBVIE,NORTHCHICAGO,DRUGS BIOTECHNOLOGY,2013,294270000000,56197000000,50000,HTTPS://WWW.ABBVIE.COM/,MR RICHARD A GONZALEZ,318832
411,ABC ARBITRAGE SA,FRANCE,,,,,84,,MR DOMINIQUE CEOLIN,12364
412,ABC BEARINGS,INDIA,AUTO COMPONENTS,1961,,,,,,75787
413,ABC CONSULTANTS,UNITED STATES USA,RECRUITMENT,1969,,,,,,100267
414,ABC GARDEN OU,ESTONIA,,,,,,,,333101
415,ABC MART,JAPAN,AUTOMOBILES,1985,3561000000,1780000000,5974,HTTPS://WWW.ABC-MART.NET/SHOP/,,286010
416,ABC RENT S R L,ITALY,AUTOMOBILI,,,,21818,,,323910
417,ABC TECHNOLOGIES HOLDINGS INC,CANADA,,2012,4677000000,288000000,7600,HTTPS://WWW.ABCELLERA.COM/,MR TODD P SHEPPELMAN,299848
418,ABCAM,UK,HEALTHCARE,1998,3690000000,613000000,1492,,MR ALAN THOMAS HIRZEL BS MBA MS,
419,ABCELLERA,CANADA,BIOTECH PHARMACEUTICALS,,2720000000,,386,,DR CARL L G HANSEN PH D,
420,ABCI INFRASTRUCTURES,INDIA,ENGINEERING CONSTRUCTION,1993,,,,,,476955
421,ABCLON,SOUTH KOREA,PHARMACEUTICALS,2010,,12,37,HTTP://WWW.ABCLON.COM/,,
422,ABDUL ALI AL AJMI COMPANY,SAUDI ARABIA,ENGINEERING CONSTRUCTION,1980,2616000000,2241000000,15500,HTTPS://WWW.OTHAIMMARKETS.COM/,MR MUWAFFAQ MANSOUR JAMAL,500338
423,ABELAG AVIATION,ZAVENTEM,AIRLINES,1964,,,,,,340513
424,ABELLIO,UTRECHT,BUS FERRY AND TRAIN SERVICES,2001,,,,,,270578
425,ABELLIO EAST ANGLIA LIMITED,UNITED KINGDOM,,,,,,,,137633
426,ABELLON CLEAN ENERGY,INDIA,OTHER,2008,,,,,,56913
427,ABENGOA,SEVILLE,,1941,,,,,,32463
428,ABEONA THERAPEUTICS,USA,PHARMACEUTICALS BIOTECH,1892,53240000,3712000,34000,HTTP://CORPORATE.ABERCROMBIE.COM,,161274
429,ABERCROMBIE FITCH,,CLOTHING RETAIL,,1180000000,3680000000,7000,,,64199
430,ABERDEEN ASIA PACIFIC INCOME FUND,USA,,,1054999999,21000000,,HTTPS://WWW.ABERDEENFAX.COM/,MR MARTIN JAMES GILBERT C A CA L L B LLB LLD M A MA MA LLB LLD C,215890
431,ABERDEEN ASIAN INCOME FUND LIMITED,ITALY,,,,,,,,215890
432,ABERDEEN AUSTRALIA EQUITY FUND INC,AUSTRALIA,,,,,,,MR MARTIN JAMES GILBERT C A CA L L B LLB LLD M A MA MA LLB LLD C,380656
433,ABERDEEN DIVERSIFIED INCOME AND GROWTH TRUST PLC,,,,,,,,,66781
434,ABERDEEN EMERGING MARKETS EQUITY INCOME FUND INC,UNITED KINGDOM,,,,,,,,377568
435,ABERDEEN NEW DAWN INVESTMENT TRUST PLC,,,,,,,,,537111
436,ABERDEEN STANDARD ASIA FOCUS PLC,,,,,,,,,383748
437,ABERDEEN STANDARD EUROPEAN LOGISTICS INCOME PLC,,,,,,,,,362507
438,ABERFORTH SMALLER COMPANIES TRUST,UK,,1990,1979000000,-298000000,,HTTPS://WWW.ABERFORTH.CO.UK/,,308594
439,ABERFORTH SPLIT LEVEL INCOME TRUST PLC,,,,,,,,,66781
440,ABERTIS,BARCELONA,,2003,,,,,,
441,ABES ENGINEERING COLLEGE,INDIA,EDUCATION TRAINING,1999,,,384,,MR HO YUEN CHEUNG,155457
442,ABET SPA,ITALY,,,,,39,,MR LUIGI FRANCESCO GOZZINI,118674
443,ABHIDI SOLUTION,MALAYSIA,TECHNOLOGY,2011,,2,59,HTTP://WWW.ABHIDISOLUTION.COM/,,144649
444,ABHIJEET GROUP,INDIA,POWER,1988,,,,,,106221
445,ABI SHOWA TECH,INDIA,AUTO COMPONENTS,1991,,,,,,487440
446,ABICO HOLDINGS PUBLIC COMPANY LTD,THAILAND,,,,,,,MR MING JEN TSENG,274733
447,ABILITY INC,ISRAEL,,,,,10,,MR ANATOLY HURGIN,217447
448,ABIOMED,USA,MEDICAL DEVICES,1981,17180000000,1030999,2003,HTTP://WWW.ABIOMED.COM/,MICHAEL R MINOGUE,
449,ABIOMED CAREERS,DANVERS,MEDICAL DEVICE,1981,,,3000,WWW.ABIOMED.COM,,460568
450,ABIONYX PHARMA SA,FRANCE,,,,,3,,SIR CYRILLE TUPIN CPA,291570
451,ABL SPACE SYSTEMS,UNITED STATES,OTHER,2017,,,,,,147291
452,ABLAZE,JAPAN,TRAVEL LEISURE,2016,,2,2,HTTPS://WWW.ABLAZE-CORP.COM/,,360592
453,ABLENEO,SLOVAKIA,TECHNOLOGY,2013,,3,40,HTTPS://WWW.ABLENEO.COM/,,
454,ABLIVA AB,SWEDEN,,,,,9,,MS CATHARINA JZ JOHANSSON,259193
455,ABLV BANK,RIGA,BANKS,1993,220000000,9000000000,25908,,MR JASON PAUL QUINN C A,196796
456,ABLYNX,GHENT,BIOTECHNOLOGY,2001,,,,,,
457,ABM INDUSTRIES,,,,3140000000,7490000000,124000,,,59098
458,ABM INDUSTRY GROUPS LLC,UNITED STATES,,,,,,,,221148
459,ABM KNOWLEDGEWARE,INDIA,IT SERVICES CONSULTING,1993,,,,,,59098
460,ABN AMRO,NETHERLANDS,BANKS FICIAL SERVICES,1991,14220000000,0,17813,HTTPS://WWW.ABNAMRO.COM,ROBERT SWAAK,61749
461,ABN AMRO CLEARING LONDON LIMITED,UNITED KINGDOM,,,,,,,,61749
462,ABNORMAL SECURITY,UNITED STATES,CYBERSECURITY,2018,,,,,,91670
463,ABO WIND AG,GERMANY,IT SERVICES CONSULTING,2014,,,1000,HTTPS://WWW.ABOUTYOU.DE/,DR JOCHEN AHN,299848
464,ABOGEN,CHINA,HEALTH,2003,,,,,,
465,ABON PLASTIC,GORNATE OLONA,CONTAINERS PACKAGING,1973,,,,,,466468
466,ABOTOA SKYPRO,PORTUGAL,FASHION,2004,,4,14,HTTP://CORPORATE.WEARSKYPRO.COM/,,
467,ABOVE COMPARISON SRL,ITALY,,,,,,,,453608
468,ABOVESPACEO 16322007,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA ESTONIA PST,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,,
469,ABP GROUP,INDIA,PRINTING PUBLISHING,1922,8785000000,5571000,20000,HTTPS://WWW.ABSA.AFRICA/,,421749
470,ABP NETWORK,INDIA,BROADCASTING,2003,,,,,,421749
471,ABR HOLDINGS LTD,SINGAPORE,,,,,,,MS SIANG CHOO LEE,274733
472,ABRA INFORMATION TECHNOLOGIES LTD,,,,,,567,,,226212
473,ABRAKEBABRA,DUBLIN,FOOD RETAILERS WHOLESALERS,1982,,,,,,
474,ABRASILVER RESOURCE CORP,CANADA,,,,,,,MR JOHN MINIOTIS,278656
475,ABRDN,UNITED KINGDOM,INSURANCE,2005,,2560000000,7768,,STEPHEN BIRD,
476,ABRDN PLC,UK,FICIAL SERVICES,1825,8194000000,2236000,6029,HTTPS://WWW.STANDARDLIFEABERDEEN.COM/,,65475
477,ABRUKASPAO 16042743,SAARE MAAKOND SAAREMAA VALD ABRUKA K LA P HKLA,HOLIDAY HOME CHALETS,,,,,,,
478,ABSA MANX HOLDINGS LIMITED,UNITED KINGDOM,,,,,,,,17034
479,ABSCI,USA,BIOTECH PHARMACEUTICALS SOFTWARE TECH,,240000000,,,,,
480,ABSOLENT GROUP AB,SWEDEN,SUPPORT SERVICES,2012,,6440975,412,HTTPS://WWW.ABTOT.SE,MR AXEL BERNTSSON,191320
481,ABSOLUT,UNITED STATES,SPIRITS,2001,,,,,,543506
482,ABSOLUTE BARBECUES,INDIA,RESTAURANTS,2013,,31,2070,HTTPS://WWW.ABSOLUTEBARBECUES.COM/,,238814
483,ABSOLUTE CLEAN ENERGY PUBLIC COMPANY,THAILAND,,,1052000000,158000000,,HTTPS://WWW.ACE-ENERGY.CO.TH/,MR TANACHAI BUNDITVORAPOOM,297326
484,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,,,,,,,,,416366
485,ABSOLUTE SOFTWARE,CANADA,SOFTWARE TECH,,590000000,,520,,MS CHRISTY WYATT,98166
486,ABSOLVENT PL,POLAND,TECHNOLOGY,2013,,2,100,HTTPS://WWW.GRUPAABSOLVENT.PL,,167294
487,ABSOTHERM FACILITY MANAGEMENT,INDIA,FACILITY MANAGEMENT SERVICES,2010,,,,,,210524
488,ABT MARUTI,INDIA,AUTOMOBILE,1921,,,,,,2614
